"date","total_energy_kwh","mean_energy_kwh","max_energy_kwh","min_energy_kwh"
2006-12-16,20.1529333333333,2.87899047619048,3.6322,2.0616
2006-12-17,56.5076666666667,2.35448611111111,3.6971,0.437733333333333
2006-12-18,36.7304333333333,1.53043472222222,3.05056666666667,0.276366666666667
2006-12-19,27.7699,1.15707916666667,3.87903333333333,0.300466666666667
2006-12-20,37.0958,1.54565833333333,3.64606666666667,0.258666666666667
2006-12-21,28.6104,1.1921,2.5758,0.246733333333333
2006-12-22,39.0223,1.62592916666667,4.54866666666667,0.264266666666667
2006-12-23,79.5564333333333,3.31485138888889,5.56246666666666,1.64936666666667
2006-12-24,42.5002,1.77084166666667,4.028,0.454033333333333
2006-12-25,45.7186666666667,1.90494444444444,4.21486666666667,0.264066666666667
2006-12-26,65.5685,2.73202083333333,4.0419,0.7682
2006-12-27,25.4793333333333,1.06163888888889,2.3531,0.263833333333333
2006-12-28,34.5439666666667,1.43933194444444,5.03533333333333,0.271
2006-12-29,52.9065333333333,2.20443888888889,4.31373333333334,0.317866666666667
2006-12-30,46.4883666666667,1.93701527777778,4.5093,0.256566666666667
2006-12-31,58.2366,2.426525,4.08456666666667,0.676233333333334
2007-01-01,45.8167333333333,1.90903055555556,3.14613333333333,0.4123
2007-01-02,21.1539333333333,0.881413888888889,2.57353333333333,0.412566666666666
2007-01-03,16.9009,0.704204166666667,1.6686,0.285133333333333
2007-01-04,54.3235333333333,2.26348055555556,4.06656666666667,0.419666666666667
2007-01-05,45.2227333333333,1.88428055555556,2.9757,0.341766666666667
2007-01-06,25.1396333333333,1.04748472222222,4.00293333333334,0.2954
2007-01-07,40.7936666666667,1.69973611111111,5.21153333333333,0.285366666666667
2007-01-08,37.356,1.5565,3.42503333333333,0.328933333333333
2007-01-09,31.1509,1.29795416666667,3.29246666666667,0.266666666666667
2007-01-10,35.9133333333333,1.49638888888889,3.97076666666667,0.267966666666667
2007-01-11,37.5865666666667,1.56610694444444,4.7842,0.2546
2007-01-12,24.3549333333333,1.01478888888889,2.8325,0.253866666666667
2007-01-13,53.1135666666667,2.21306527777778,5.81426666666667,0.256433333333333
2007-01-14,50.1302666666667,2.08876111111111,4.21113333333333,0.7125
2007-01-15,35.8113,1.4921375,2.97173333333333,0.244
2007-01-16,28.1067333333333,1.17111388888889,3.12616666666666,0.293666666666667
2007-01-17,47.4614666666667,1.97756111111111,4.08576666666667,0.246466666666667
2007-01-18,30.3577,1.26490416666667,3.13346666666667,0.272566666666667
2007-01-19,24.674,1.02808333333333,2.8391,0.2579
2007-01-20,52.2288666666667,2.17620277777778,5.34303333333333,1.02316666666667
2007-01-21,56.7877,2.36615416666667,6.07656666666667,0.545966666666667
2007-01-22,36.3415666666667,1.51423194444444,4.45573333333333,0.2603
2007-01-23,29.6273333333333,1.23447222222222,3.64096666666667,0.2587
2007-01-24,49.7975666666667,2.07489861111111,3.75816666666667,0.9241
2007-01-25,26.6057333333333,1.10857222222222,3.04243333333333,0.253166666666667
2007-01-26,26.9662,1.12359166666667,2.6074,0.266733333333333
2007-01-27,34.0678666666667,1.41949444444444,3.24183333333333,0.2627
2007-01-28,51.5034,2.145975,4.19583333333333,0.3386
2007-01-29,33.0444,1.37685,3.42033333333333,0.272033333333333
2007-01-30,28.4633,1.18597083333333,3.21446666666667,0.2837
2007-01-31,39.3958666666667,1.64149444444444,3.95983333333333,0.305366666666667
2007-02-01,30.4126666666667,1.26719444444444,3.29733333333333,0.278533333333333
2007-02-02,27.7956,1.15815,3.4555,0.265466666666667
2007-02-03,67.1620333333333,2.79841805555556,5.81466666666667,1.46226666666667
2007-02-04,59.9323333333333,2.49718055555556,5.07333333333333,1.1804
2007-02-05,27.4213333333333,1.14255555555556,3.44243333333333,0.301833333333333
2007-02-06,21.2246666666667,0.884361111111111,2.77906666666667,0.2711
2007-02-07,38.8003,1.61667916666667,3.7329,0.268066666666667
2007-02-08,30.0235666666667,1.25098194444444,3.36253333333333,0.267133333333333
2007-02-09,27.0033,1.1251375,3.83576666666667,0.2745
2007-02-10,47.1554666666667,1.96481111111111,4.71146666666666,0.323333333333333
2007-02-11,59.5204666666667,2.48001944444444,3.79126666666667,0.4385
2007-02-12,31.2935,1.30389583333333,3.60556666666667,0.3015
2007-02-13,23.5757666666667,0.982323611111111,3.5453,0.275866666666667
2007-02-14,41.6445333333333,1.73518888888889,4.36413333333333,0.283933333333333
2007-02-15,33.0891,1.3787125,4.1108,0.292433333333333
2007-02-16,28.3754666666667,1.18231111111111,3.32646666666667,0.325233333333333
2007-02-17,34.6152,1.4423,3.93523333333333,0.286133333333333
2007-02-18,63.8293666666667,2.65955694444444,4.465,0.304766666666667
2007-02-19,36.4435666666667,1.51848194444444,4.26356666666667,0.296533333333333
2007-02-20,52.4988,2.18745,4.4166,0.381166666666667
2007-02-21,34.5479,1.43949583333333,4.01613333333333,0.276533333333333
2007-02-22,56.1579666666667,2.33991527777778,6.36386666666667,0.341466666666667
2007-02-23,21.8913333333333,0.912138888888889,2.33936666666667,0.262733333333333
2007-02-24,11.9153666666667,0.496473611111111,2.0233,0.2488
2007-02-25,8.36233333333333,0.348430555555556,1.2028,0.2532
2007-02-26,9.47473333333333,0.394780555555556,0.947400000000001,0.2488
2007-02-27,8.6352,0.3598,1.2159,0.2501
2007-02-28,8.67956666666666,0.361648611111111,1.25003333333333,0.2525
2007-03-01,8.62606666666667,0.359419444444444,1.24373333333333,0.250133333333333
2007-03-02,8.5948,0.358116666666667,0.933033333333333,0.250233333333333
2007-03-03,13.6520333333333,0.568834722222222,1.81356666666667,0.257266666666667
2007-03-04,34.845,1.451875,5.43213333333333,0.255233333333333
2007-03-05,44.3388666666667,1.84745277777778,5.6449,0.279966666666667
2007-03-06,20.775,0.865625,2.67656666666667,0.270033333333333
2007-03-07,39.5867666666667,1.64944861111111,4.85256666666667,0.262
2007-03-08,26.2022,1.09175833333333,3.5261,0.3553
2007-03-09,21.2102,0.883758333333334,2.1663,0.266766666666667
2007-03-10,41.4118666666667,1.72549444444444,3.41746666666667,0.2773
2007-03-11,58.0106,2.41710833333333,4.6315,0.773666666666667
2007-03-12,32.5111333333333,1.35463055555556,3.31143333333333,0.285333333333333
2007-03-13,21.5024,0.895933333333333,3.45516666666667,0.272866666666667
2007-03-14,29.8894,1.24539166666667,3.70646666666667,0.3016
2007-03-15,31.4135666666667,1.30889861111111,3.57626666666667,0.272533333333333
2007-03-16,28.3675666666667,1.18198194444444,3.78156666666667,0.278866666666667
2007-03-17,33.8015,1.40839583333333,4.12983333333333,0.270833333333333
2007-03-18,39.5174333333333,1.64655972222222,4.1248,0.275933333333333
2007-03-19,35.8753,1.49480416666667,4.10206666666667,0.275133333333333
2007-03-20,34.7704666666667,1.44876944444444,5.2927,0.2734
2007-03-21,35.7015333333333,1.48756388888889,3.04246666666667,0.283966666666667
2007-03-22,24.2496333333333,1.01040138888889,2.5913,0.284533333333333
2007-03-23,21.8168,0.909033333333333,2.17366666666667,0.258866666666667
2007-03-24,49.4738333333333,2.06140972222222,5.01586666666667,0.245233333333333
2007-03-25,55.6020666666667,2.31675277777778,4.44676666666667,0.3447
2007-03-26,23.6013666666667,0.983390277777778,2.5576,0.2736
2007-03-27,18.419,0.767458333333333,2.90333333333333,0.264366666666667
2007-03-28,38.8983,1.6207625,4.0896,0.2843
2007-03-29,26.5067666666667,1.10444861111111,3.37193333333333,0.289633333333334
