"timestamp","predicted_consumption","demand_level","is_peak","threshold"
"2010-04-11 16:00:00",0.438805967569351,"Normal",FALSE,2.34504
"2010-04-11 17:00:00",1.01049268245697,"Normal",FALSE,2.34504
"2010-04-11 18:00:00",0.754691481590271,"Normal",FALSE,2.34504
"2010-04-11 19:00:00",2.1040210723877,"Normal",FALSE,2.34504
"2010-04-11 20:00:00",1.47276151180267,"Normal",FALSE,2.34504
"2010-04-11 21:00:00",2.49902868270874,"High",TRUE,2.34504
"2010-04-11 22:00:00",2.4428448677063,"High",TRUE,2.34504
"2010-04-11 23:00:00",0.853023648262024,"Normal",FALSE,2.34504
"2010-04-12 00:00:00",0.343330442905426,"Normal",FALSE,2.34504
"2010-04-12 01:00:00",0.420834213495255,"Normal",FALSE,2.34504
"2010-04-12 02:00:00",0.388827741146088,"Normal",FALSE,2.34504
"2010-04-12 03:00:00",0.410474926233292,"Normal",FALSE,2.34504
"2010-04-12 04:00:00",0.413567364215851,"Normal",FALSE,2.34504
"2010-04-12 05:00:00",0.491899996995926,"Normal",FALSE,2.34504
"2010-04-12 06:00:00",0.703632831573486,"Normal",FALSE,2.34504
"2010-04-12 07:00:00",1.51218330860138,"Normal",FALSE,2.34504
"2010-04-12 08:00:00",1.73879218101501,"Normal",FALSE,2.34504
"2010-04-12 09:00:00",1.31438422203064,"Normal",FALSE,2.34504
"2010-04-12 10:00:00",1.31222522258759,"Normal",FALSE,2.34504
"2010-04-12 11:00:00",1.3144998550415,"Normal",FALSE,2.34504
"2010-04-12 12:00:00",1.46295845508575,"Normal",FALSE,2.34504
"2010-04-12 13:00:00",1.46728324890137,"Normal",FALSE,2.34504
"2010-04-12 14:00:00",1.26307594776154,"Normal",FALSE,2.34504
"2010-04-12 15:00:00",1.07815778255463,"Normal",FALSE,2.34504
"2010-04-12 16:00:00",0.391621530056,"Normal",FALSE,2.34504
"2010-04-12 17:00:00",0.382118731737137,"Normal",FALSE,2.34504
"2010-04-12 18:00:00",1.03092157840729,"Normal",FALSE,2.34504
"2010-04-12 19:00:00",1.26557350158691,"Normal",FALSE,2.34504
"2010-04-12 20:00:00",1.51742196083069,"Normal",FALSE,2.34504
"2010-04-12 21:00:00",2.09077572822571,"Normal",FALSE,2.34504
"2010-04-12 22:00:00",1.25752937793732,"Normal",FALSE,2.34504
"2010-04-12 23:00:00",0.641390383243561,"Normal",FALSE,2.34504
"2010-04-13 00:00:00",0.39397606253624,"Normal",FALSE,2.34504
"2010-04-13 01:00:00",0.50146222114563,"Normal",FALSE,2.34504
"2010-04-13 02:00:00",0.346209526062012,"Normal",FALSE,2.34504
"2010-04-13 03:00:00",0.410643249750137,"Normal",FALSE,2.34504
"2010-04-13 04:00:00",0.391692191362381,"Normal",FALSE,2.34504
"2010-04-13 05:00:00",0.51773989200592,"Normal",FALSE,2.34504
"2010-04-13 06:00:00",0.80864554643631,"Normal",FALSE,2.34504
"2010-04-13 07:00:00",1.67789018154144,"Normal",FALSE,2.34504
"2010-04-13 08:00:00",1.67282688617706,"Normal",FALSE,2.34504
"2010-04-13 09:00:00",1.65012753009796,"Normal",FALSE,2.34504
"2010-04-13 10:00:00",1.4950795173645,"Normal",FALSE,2.34504
"2010-04-13 11:00:00",1.43757152557373,"Normal",FALSE,2.34504
"2010-04-13 12:00:00",1.62838566303253,"Normal",FALSE,2.34504
"2010-04-13 13:00:00",1.26667904853821,"Normal",FALSE,2.34504
"2010-04-13 14:00:00",1.46909260749817,"Normal",FALSE,2.34504
"2010-04-13 15:00:00",0.807607173919678,"Normal",FALSE,2.34504
"2010-04-13 16:00:00",0.49626636505127,"Normal",FALSE,2.34504
"2010-04-13 17:00:00",0.939699828624725,"Normal",FALSE,2.34504
"2010-04-13 18:00:00",1.29589688777924,"Normal",FALSE,2.34504
"2010-04-13 19:00:00",1.18172085285187,"Normal",FALSE,2.34504
"2010-04-13 20:00:00",1.95453262329102,"Normal",FALSE,2.34504
"2010-04-13 21:00:00",1.57631933689117,"Normal",FALSE,2.34504
"2010-04-13 22:00:00",1.63840162754059,"Normal",FALSE,2.34504
"2010-04-13 23:00:00",0.521076440811157,"Normal",FALSE,2.34504
"2010-04-14 00:00:00",0.450368136167526,"Normal",FALSE,2.34504
"2010-04-14 01:00:00",0.366706311702728,"Normal",FALSE,2.34504
"2010-04-14 02:00:00",0.386437326669693,"Normal",FALSE,2.34504
"2010-04-14 03:00:00",0.33885270357132,"Normal",FALSE,2.34504
"2010-04-14 04:00:00",0.45519146323204,"Normal",FALSE,2.34504
