"source_timestamp","source_predicted_kwh","destination_timestamp","destination_predicted_kwh","peak_threshold","shiftable_energy_kwh","peak_rate","destination_rate","estimated_cost_before","estimated_cost_after","estimated_savings"
"2010-11-20 19:00:00",3.85324716567993,"2010-08-12 02:00:00",0.155270531773567,2.34504,0.0310541063547134,10,3,0.310541063547134,0.0931623190641403,0.217378744482994
"2010-10-23 18:00:00",3.47486352920532,"2010-08-08 03:00:00",0.227158948779106,2.34504,0.0454317897558212,10,3,0.454317897558212,0.136295369267464,0.318022528290749
"2010-11-13 17:00:00",3.30398774147034,"2010-10-19 04:00:00",0.236741662025452,2.34504,0.0473483324050903,10,3,0.473483324050903,0.142044997215271,0.331438326835632
"2010-11-20 20:00:00",3.16275191307068,"2010-10-19 03:00:00",0.245163917541504,2.34504,0.0490327835083008,10,3,0.490327835083008,0.147098350524902,0.343229484558106
"2010-10-14 20:00:00",3.15009737014771,"2010-08-15 04:00:00",0.250453621149063,2.34504,0.0500907242298126,10,3,0.500907242298126,0.150272172689438,0.350635069608688
"2010-11-14 17:00:00",3.11068415641785,"2010-05-02 01:00:00",0.251494586467743,2.34504,0.0502989172935486,10,3,0.502989172935486,0.150896751880646,0.35209242105484
"2010-11-04 20:00:00",3.09384179115295,"2010-07-29 00:00:00",0.25358459353447,2.34504,0.0507169187068939,10,3,0.507169187068939,0.152150756120682,0.355018430948257
"2010-11-14 16:00:00",3.07800674438477,"2010-08-14 01:00:00",0.254231184720993,2.34504,0.0508462369441986,6,3,0.305077421665192,0.152538710832596,0.152538710832596
"2010-11-14 18:00:00",3.06803703308105,"2010-08-08 04:00:00",0.257571309804916,2.34504,0.0515142619609833,10,3,0.515142619609833,0.15454278588295,0.360599833726883
"2010-11-13 18:00:00",3.0554347038269,"2010-08-05 05:00:00",0.257718473672867,2.34504,0.0515436947345734,10,3,0.515436947345734,0.15463108420372,0.360805863142014
"2010-10-10 20:00:00",3.05139255523682,"2010-08-13 01:00:00",0.260482966899872,2.34504,0.0520965933799744,10,3,0.520965933799744,0.156289780139923,0.364676153659821
"2010-10-19 19:00:00",2.98083186149597,"2010-09-20 00:00:00",0.261877626180649,2.34504,0.0523755252361298,10,3,0.523755252361298,0.157126575708389,0.366628676652908
"2010-10-23 19:00:00",2.91221380233765,"2010-08-12 03:00:00",0.263988614082336,2.34504,0.0527977228164673,10,3,0.527977228164673,0.158393168449402,0.369584059715271
"2010-11-14 19:00:00",2.8526029586792,"2010-08-14 02:00:00",0.265455275774002,2.34504,0.0530910551548004,10,3,0.530910551548004,0.159273165464401,0.371637386083603
"2010-10-11 20:00:00",2.85076379776001,"2010-08-07 04:00:00",0.266641020774841,2.34504,0.0533282041549683,10,3,0.533282041549683,0.159984612464905,0.373297429084778
"2010-10-24 19:00:00",2.84239029884338,"2010-08-13 03:00:00",0.268380731344223,2.34504,0.0536761462688446,10,3,0.536761462688446,0.161028438806534,0.375733023881912
"2010-11-04 21:00:00",2.83747124671936,"2010-07-29 22:00:00",0.272032111883163,2.34504,0.0544064223766327,10,3,0.544064223766327,0.163219267129898,0.380844956636429
"2010-10-18 20:00:00",2.8332724571228,"2010-10-19 02:00:00",0.273050457239151,2.34504,0.0546100914478302,10,3,0.546100914478302,0.163830274343491,0.382270640134811
"2010-11-04 09:00:00",2.80859065055847,"2010-08-04 05:00:00",0.274430155754089,2.34504,0.0548860311508179,6,3,0.329316186904907,0.164658093452454,0.164658093452454
"2010-10-18 19:00:00",2.77660179138184,"2010-08-10 03:00:00",0.275164514780045,2.34504,0.0550329029560089,10,3,0.550329029560089,0.165098708868027,0.385230320692062
"2010-10-14 21:00:00",2.72570776939392,"2010-08-02 22:00:00",0.276530683040619,2.34504,0.0553061366081238,10,3,0.553061366081238,0.165918409824371,0.387142956256866
"2010-11-18 19:00:00",2.70513701438904,"2010-05-29 05:00:00",0.276915431022644,2.34504,0.0553830862045288,10,3,0.553830862045288,0.166149258613586,0.387681603431702
"2010-11-04 11:00:00",2.69703245162964,"2010-07-18 05:00:00",0.277888715267181,2.34504,0.0555777430534363,6,3,0.333466458320618,0.166733229160309,0.166733229160309
"2010-11-22 19:00:00",2.65644097328186,"2010-08-15 03:00:00",0.277900904417038,2.34504,0.0555801808834076,10,3,0.555801808834076,0.166740542650223,0.389061266183853
"2010-11-14 21:00:00",2.63592791557312,"2010-06-20 05:00:00",0.278794646263123,2.34504,0.0557589292526245,10,3,0.557589292526245,0.167276787757874,0.390312504768372
"2010-10-21 07:00:00",2.60771918296814,"2010-08-11 04:00:00",0.279161393642426,2.34504,0.0558322787284851,6,3,0.334993672370911,0.167496836185455,0.167496836185455
"2010-10-15 07:00:00",2.58840298652649,"2010-08-15 05:00:00",0.279787093400955,2.34504,0.055957418680191,6,3,0.335744512081146,0.167872256040573,0.167872256040573
"2010-10-22 07:00:00",2.58471298217773,"2010-08-10 04:00:00",0.280204266309738,2.34504,0.0560408532619476,6,3,0.336245119571686,0.168122559785843,0.168122559785843
"2010-11-25 19:00:00",2.56761288642883,"2010-08-06 05:00:00",0.280368387699127,2.34504,0.0560736775398254,10,3,0.560736775398254,0.168221032619476,0.392515742778778
"2010-11-06 19:00:00",2.56236433982849,"2010-08-12 04:00:00",0.282252103090286,2.34504,0.0564504206180573,10,3,0.564504206180573,0.169351261854172,0.395152944326401
"2010-05-29 19:00:00",2.56156492233276,"2010-08-14 04:00:00",0.28279972076416,2.34504,0.056559944152832,10,3,0.56559944152832,0.169679832458496,0.395919609069824
"2010-10-24 20:00:00",2.55596661567688,"2010-06-04 04:00:00",0.284068882465363,2.34504,0.0568137764930725,10,3,0.568137764930725,0.170441329479218,0.397696435451508
"2010-05-15 21:00:00",2.55550694465637,"2010-08-11 02:00:00",0.285310447216034,2.34504,0.0570620894432068,10,3,0.570620894432068,0.17118626832962,0.399434626102448
"2010-11-15 13:00:00",2.5438244342804,"2010-08-07 00:00:00",0.285719811916351,2.34504,0.0571439623832703,6,3,0.342863774299622,0.171431887149811,0.171431887149811
"2010-10-17 20:00:00",2.54294109344482,"2010-09-25 03:00:00",0.287367224693298,2.34504,0.0574734449386597,10,3,0.574734449386597,0.172420334815979,0.402314114570618
"2010-10-20 20:00:00",2.53869557380676,"2010-08-09 04:00:00",0.287833154201508,2.34504,0.0575666308403015,10,3,0.575666308403015,0.172699892520905,0.402966415882111
